system:index,LC,LC_num,POINT_ID,R1_median,R2_median,R3_median,blue_median,green_median,nbr_stdDev,ndsi_p25,ndsi_p5,ndsi_p50,ndsi_p75,ndsi_p95,ndvi_fall,ndvi_p25,ndvi_p5,ndvi_p50,ndvi_p75,ndvi_p95,ndvi_spring,ndvi_summer,ndvi_texture_sd,ndvi_winter,nir_median,red_median,source,swir1_median,swir2_median,votes,.geo
00000000000000009e80_0,Artificial land,1,47362998,1535500,1705000,1819500,1492000,1387500,96,-186,-197,-144,-93,321,112,67,-38,97,119,139,52,93,30,105,1746500,1426500,LUCAS_point,1914500,1599000,0.9780089794033481,
00000000000000009fb3_0,Artificial land,1,48363148,1187000,1605500,1796500,1357500,1198500,97,-139,-162,-99,-50,425,64,52,-36,104,149,205,93,131,99,55,1489000,1171500,LUCAS_point,1442000,1110000,0.9534813033497245,
0000000000000000a08c_0,Artificial land,1,48503192,1650000,1838500,2013000,1671000,1654500,134,-97,-192,-13,92,377,84,25,-46,50,74,137,47,35,21,46,1814500,1622000,LUCAS_point,1819500,1326000,0.9389222231974094,
0000000000000000a0cc_0,Artificial land,1,48083126,2371000,2501000,2660000,2295000,2189000,64,-28,-62,-15,6,208,23,8,-11,18,29,58,10,21,3,26,2469000,2380000,LUCAS_point,2293000,1566000,0.9345884553203294,
0000000000000000a1b8_0,Artificial land,1,48042952,1403000,1725000,1815000,1309000,1166000,131,-337,-407,-297,-219,183,144,106,40,152,195,272,157,165,165,61,1712000,1252000,LUCAS_point,2183000,1841000,0.9199975380811544,
0000000000000000a453_0,Artificial land,1,48623200,1339000,1664000,1785000,1229000,998000,107,-320,-375,-284,-243,151,109,61,-16,106,138,197,61,131,76,26,1495000,1157000,LUCAS_point,1814000,1488000,0.8764497894374055,
0000000000000000a48e_0,Artificial land,1,47623098,1163000,1433000,1613000,1334000,1105000,60,-190,-257,-142,22,104,158,54,-8,129,192,242,63,192,110,8,1313000,1005000,LUCAS_point,1463000,1021000,0.8718438604868911,
0000000000000000a518_0,Artificial land,1,47483008,1547000,1894000,2083000,1601500,1463500,140,-258,-342,-214,-166,362,146,94,-5,124,156,223,103,132,75,22,1918000,1508000,LUCAS_point,2303500,1942000,0.8614162478698536,
0000000000000000a5a5_0,Artificial land,1,47803134,1613000,1994000,2208000,1392000,1213000,78,-320,-377,-288,-216,-30,200,109,68,168,201,246,109,176,51,119,1732500,1188500,LUCAS_point,2281000,1808500,0.8524483017936163,
0000000000000000a5d8_0,Artificial land,1,48483140,1102000,1451000,1641500,1263000,1053500,97,-195,-256,-155,-95,133,205,118,50,203,256,356,151,245,98,96,1489500,964500,LUCAS_point,1414000,1121500,0.849478505971774,
